OrderDate,Stockdate,OrderNumber,ProductKey,CustomerKey,TerritoryKey,OrderLineItem,OrderQuantity,multiply
2015-02-19,2001-11-28T00:00:00.0000000,TO45457,313,27752,6,1,1,1
2015-02-19,2002-01-09T00:00:00.0000000,TO45455,310,14163,8,1,1,1
2015-02-19,2001-11-13T00:00:00.0000000,TO45456,312,23113,6,1,1,1
2015-02-20,2001-11-10T00:00:00.0000000,TO45461,311,28646,6,1,1,1
2015-02-20,2002-01-07T00:00:00.0000000,TO45464,314,19586,9,1,1,1
2015-02-20,2001-12-11T00:00:00.0000000,TO45465,342,25819,9,1,1,1
2015-02-20,2002-01-09T00:00:00.0000000,TO45462,310,28647,6,1,1,1
2015-02-20,2002-01-30T00:00:00.0000000,TO45463,312,11171,4,1,1,1
2015-02-21,2001-12-10T00:00:00.0000000,TO45466,311,19611,9,1,1,1
2015-02-22,2001-12-06T00:00:00.0000000,TO45475,313,19601,9,1,1,1
2015-02-22,2001-11-24T00:00:00.0000000,TO45470,312,28177,6,1,1,1
2015-02-22,2001-12-23T00:00:00.0000000,TO45474,310,19595,9,1,1,1
2015-02-22,2001-11-27T00:00:00.0000000,TO45467,345,11422,10,1,1,1
2015-02-22,2001-12-16T00:00:00.0000000,TO45471,313,29280,1,1,1,1
2015-02-22,2002-02-01T00:00:00.0000000,TO45469,350,19989,6,1,1,1
2015-02-22,2002-01-24T00:00:00.0000000,TO45468,311,23164,6,1,1,1
2015-02-22,2001-12-22T00:00:00.0000000,TO45472,313,19095,9,1,1,1
2015-02-22,2001-12-15T00:00:00.0000000,TO45473,310,19592,9,1,1,1
2015-02-22,2001-12-21T00:00:00.0000000,TO45476,314,19614,9,1,1,1
2015-02-23,2002-01-20T00:00:00.0000000,TO45477,313,14160,8,1,1,1
2015-02-23,2001-11-01T00:00:00.0000000,TO45478,313,29354,1,1,1,1
2015-02-23,2002-02-04T00:00:00.0000000,TO45480,313,19564,9,1,1,1
2015-02-23,2001-11-05T00:00:00.0000000,TO45481,313,19563,9,1,1,1
2015-02-23,2001-11-04T00:00:00.0000000,TO45479,313,19099,9,1,1,1
2015-02-24,2001-12-06T00:00:00.0000000,TO45483,314,14181,8,1,1,1
2015-02-24,2001-11-17T00:00:00.0000000,TO45482,310,12522,7,1,1,1
2015-02-24,2001-12-28T00:00:00.0000000,TO45486,324,14737,1,1,1,1
2015-02-24,2002-01-25T00:00:00.0000000,TO45490,313,22976,6,1,1,1
2015-02-24,2001-12-15T00:00:00.0000000,TO45485,312,11257,4,1,1,1
2015-02-24,2001-12-28T00:00:00.0000000,TO45484,313,23267,6,1,1,1
2015-02-24,2001-12-07T00:00:00.0000000,TO45488,311,19577,9,1,1,1
2015-02-24,2001-11-13T00:00:00.0000000,TO45487,313,19556,9,1,1,1
2015-02-24,2002-01-01T00:00:00.0000000,TO45489,310,19602,9,1,1,1
2015-02-25,2001-11-21T00:00:00.0000000,TO45492,330,19429,8,1,1,1
2015-02-25,2002-01-11T00:00:00.0000000,TO45491,311,27672,6,1,1,1
2015-02-25,2001-12-03T00:00:00.0000000,TO45494,310,19609,9,1,1,1
2015-02-25,2001-11-20T00:00:00.0000000,TO45495,342,25821,9,1,1,1
2015-02-25,2001-11-22T00:00:00.0000000,TO45493,320,14731,4,1,1,1
2015-02-26,2002-01-10T00:00:00.0000000,TO45499,314,28626,6,1,1,1
2015-02-26,2001-12-04T00:00:00.0000000,TO45505,313,19593,9,1,1,1
2015-02-26,2001-10-29T00:00:00.0000000,TO45506,311,19615,9,1,1,1
2015-02-26,2002-02-04T00:00:00.0000000,TO45501,350,25993,1,1,1,1
2015-02-26,2001-11-14T00:00:00.0000000,TO45497,311,28354,6,1,1,1
2015-02-26,2001-11-30T00:00:00.0000000,TO45503,314,22995,6,1,1,1
2015-02-26,2001-11-01T00:00:00.0000000,TO45504,340,14730,4,1,1,1
2015-02-26,2001-12-07T00:00:00.0000000,TO45498,312,28574,6,1,1,1
2015-02-26,2002-02-07T00:00:00.0000000,TO45496,314,29340,6,1,1,1
2015-02-26,2001-11-25T00:00:00.0000000,TO45507,314,19616,9,1,1,1
2015-02-26,2001-11-10T00:00:00.0000000,TO45502,314,28173,6,1,1,1
2015-02-27,2002-01-25T00:00:00.0000000,TO45510,310,22998,6,1,1,1
2015-02-27,2001-12-18T00:00:00.0000000,TO45508,310,12510,7,1,1,1
2015-02-27,2002-01-23T00:00:00.0000000,TO45509,310,14148,8,1,1,1
2015-02-28,2002-02-03T00:00:00.0000000,TO45515,310,19557,9,1,1,1
2015-02-28,2001-11-16T00:00:00.0000000,TO45513,348,25996,4,1,1,1
2015-02-28,2001-12-29T00:00:00.0000000,TO45512,312,11175,4,1,1,1
2015-02-28,2002-01-15T00:00:00.0000000,TO45511,311,12523,7,1,1,1
2015-02-28,2001-12-31T00:00:00.0000000,TO45514,314,28051,6,1,1,1
2015-03-01,2002-01-29T00:00:00.0000000,TO45580,310,14428,8,1,1,1
2015-03-01,2001-12-20T00:00:00.0000000,TO45585,351,11905,9,1,1,1
2015-03-01,2001-11-16T00:00:00.0000000,TO45583,311,11274,1,1,1,1
2015-03-01,2002-02-05T00:00:00.0000000,TO45582,312,28656,6,1,1,1
2015-03-01,2002-01-08T00:00:00.0000000,TO45584,336,25828,9,1,1,1
2015-03-01,2002-01-09T00:00:00.0000000,TO45581,313,11263,1,1,1,1
2015-03-02,2001-11-20T00:00:00.0000000,TO45589,314,19784,9,1,1,1
2015-03-02,2001-12-10T00:00:00.0000000,TO45588,313,11275,4,1,1,1
2015-03-02,2002-01-03T00:00:00.0000000,TO45586,311,12613,7,1,1,1
2015-03-02,2001-11-28T00:00:00.0000000,TO45587,310,11531,4,1,1,1
2015-03-02,2001-11-28T00:00:00.0000000,TO45592,345,11897,9,1,1,1
2015-03-02,2002-01-13T00:00:00.0000000,TO45590,311,19763,9,1,1,1
2015-03-02,2002-02-10T00:00:00.0000000,TO45591,326,25831,9,1,1,1
2015-03-03,2001-12-22T00:00:00.0000000,TO45594,312,11282,1,1,1,1
2015-03-03,2001-11-10T00:00:00.0000000,TO45599,312,19794,9,1,1,1
2015-03-03,2002-01-11T00:00:00.0000000,TO45598,340,14744,1,1,1,1
2015-03-03,2002-01-17T00:00:00.0000000,TO45600,313,19628,9,1,1,1
2015-03-03,2002-01-27T00:00:00.0000000,TO45596,332,20564,10,1,1,1
2015-03-03,2002-02-08T00:00:00.0000000,TO45593,310,15118,10,1,1,1
2015-03-03,2002-02-01T00:00:00.0000000,TO45601,348,11893,9,1,1,1
2015-03-03,2002-01-20T00:00:00.0000000,TO45595,314,11515,4,1,1,1
2015-03-04,2001-12-16T00:00:00.0000000,TO45605,311,11626,4,1,1,1
2015-03-04,2002-01-22T00:00:00.0000000,TO45606,312,19967,9,1,1,1
2015-03-04,2002-01-28T00:00:00.0000000,TO45608,349,11896,9,1,1,1
2015-03-04,2001-12-21T00:00:00.0000000,TO45603,312,11296,1,1,1,1
2015-03-04,2001-12-27T00:00:00.0000000,TO45607,330,25830,9,1,1,1
2015-03-04,2002-01-21T00:00:00.0000000,TO45609,311,14774,8,1,1,1
2015-03-04,2001-11-12T00:00:00.0000000,TO45602,312,12607,7,1,1,1
2015-03-04,2001-12-19T00:00:00.0000000,TO45604,314,11317,1,1,1,1
2015-03-05,2002-01-21T00:00:00.0000000,TO45612,312,14795,8,1,1,1
2015-03-05,2002-02-11T00:00:00.0000000,TO45611,310,11535,1,1,1,1
2015-03-05,2001-11-14T00:00:00.0000000,TO45610,310,11303,1,1,1,1
2015-03-06,2001-12-03T00:00:00.0000000,TO45616,314,14800,8,1,1,1
2015-03-06,2002-01-20T00:00:00.0000000,TO45619,311,19787,9,1,1,1
2015-03-06,2002-02-19T00:00:00.0000000,TO45613,314,11522,1,1,1,1
2015-03-06,2002-02-01T00:00:00.0000000,TO45621,346,11768,9,1,1,1
2015-03-06,2001-11-22T00:00:00.0000000,TO45617,311,15354,10,1,1,1
2015-03-06,2001-12-02T00:00:00.0000000,TO45618,311,12618,7,1,1,1
2015-03-06,2001-11-30T00:00:00.0000000,TO45615,342,18137,7,1,1,1
2015-03-06,2002-01-31T00:00:00.0000000,TO45614,312,23385,6,1,1,1
2015-03-06,2002-01-26T00:00:00.0000000,TO45620,314,19951,9,1,1,1
2015-03-07,2001-11-12T00:00:00.0000000,TO45630,351,11899,9,1,1,1
2015-03-07,2001-11-23T00:00:00.0000000,TO45628,314,19795,9,1,1,1
2015-03-07,2001-12-09T00:00:00.0000000,TO45625,314,11307,4,1,1,1
2015-03-07,2001-12-26T00:00:00.0000000,TO45624,313,11291,4,1,1,1
2015-03-07,2002-01-23T00:00:00.0000000,TO45623,311,14769,8,1,1,1
2015-03-07,2002-01-01T00:00:00.0000000,TO45629,347,11892,9,1,1,1
2015-03-07,2002-01-23T00:00:00.0000000,TO45627,324,18039,7,1,1,1
2015-03-07,2002-02-13T00:00:00.0000000,TO45622,344,28470,7,1,1,1
2015-03-07,2002-01-18T00:00:00.0000000,TO45626,310,11259,1,1,1,1
2015-03-08,2001-11-27T00:00:00.0000000,TO45632,314,14775,8,1,1,1
2015-03-08,2002-02-15T00:00:00.0000000,TO45631,350,11237,8,1,1,1
2015-03-08,2002-01-23T00:00:00.0000000,TO45633,351,26011,4,1,1,1
2015-03-08,2001-11-19T00:00:00.0000000,TO45634,314,19766,9,1,1,1
2015-03-09,2002-01-19T00:00:00.0000000,TO45637,314,11525,1,1,1,1
2015-03-09,2001-11-27T00:00:00.0000000,TO45638,324,14746,4,1,1,1
2015-03-09,2001-11-27T00:00:00.0000000,TO45639,311,19782,9,1,1,1
2015-03-09,2001-11-27T00:00:00.0000000,TO45640,311,19964,9,1,1,1
2015-03-09,2002-02-04T00:00:00.0000000,TO45635,313,23351,6,1,1,1
2015-03-09,2002-01-07T00:00:00.0000000,TO45636,311,11302,1,1,1,1
2015-03-10,2001-12-30T00:00:00.0000000,TO45642,313,11623,4,1,1,1
2015-03-10,2002-02-23T00:00:00.0000000,TO45641,311,23306,6,1,1,1
2015-03-11,2002-01-13T00:00:00.0000000,TO45645,351,11482,10,1,1,1
2015-03-11,2001-12-15T00:00:00.0000000,TO45644,350,28458,7,1,1,1
2015-03-11,2002-02-14T00:00:00.0000000,TO45643,310,14541,8,1,1,1
2015-03-11,2001-12-25T00:00:00.0000000,TO45647,347,25997,4,1,1,1
2015-03-11,2002-01-07T00:00:00.0000000,TO45646,312,11289,4,1,1,1
2015-03-11,2002-01-29T00:00:00.0000000,TO45648,312,19791,9,1,1,1
2015-03-12,2002-01-15T00:00:00.0000000,TO45649,310,11319,4,1,1,1
2015-03-12,2001-12-31T00:00:00.0000000,TO45653,347,11764,9,1,1,1
2015-03-12,2001-11-17T00:00:00.0000000,TO45650,312,28652,6,1,1,1
2015-03-12,2001-11-13T00:00:00.0000000,TO45652,334,25826,9,1,1,1
2015-03-12,2002-02-06T00:00:00.0000000,TO45651,311,19771,9,1,1,1
2015-03-13,2002-01-14T00:00:00.0000000,TO45660,312,19797,9,1,1,1
2015-03-13,2001-12-22T00:00:00.0000000,TO45659,349,26003,4,1,1,1
2015-03-13,2002-02-18T00:00:00.0000000,TO45662,350,11906,9,1,1,1
2015-03-13,2002-02-11T00:00:00.0000000,TO45655,312,11323,4,1,1,1
2015-03-13,2002-02-01T00:00:00.0000000,TO45661,342,25827,9,1,1,1
2015-03-13,2002-02-07T00:00:00.0000000,TO45654,348,28478,7,1,1,1
2015-03-13,2002-02-24T00:00:00.0000000,TO45658,312,11270,4,1,1,1
2015-03-13,2001-12-05T00:00:00.0000000,TO45656,313,11617,4,1,1,1
2015-03-13,2001-12-22T00:00:00.0000000,TO45663,347,11901,9,1,1,1
2015-03-13,2001-11-20T00:00:00.0000000,TO45657,311,11266,1,1,1,1
2015-03-14,2002-01-09T00:00:00.0000000,TO45665,346,26004,4,1,1,1
2015-03-14,2001-12-26T00:00:00.0000000,TO45667,314,19957,9,1,1,1
2015-03-14,2002-01-14T00:00:00.0000000,TO45666,326,14738,4,1,1,1
2015-03-14,2002-02-17T00:00:00.0000000,TO45664,312,14713,8,1,1,1
2015-03-15,2002-02-17T00:00:00.0000000,TO45670,310,11541,1,1,1,1
2015-03-15,2001-12-07T00:00:00.0000000,TO45673,312,19790,9,1,1,1
2015-03-15,2001-11-28T00:00:00.0000000,TO45677,348,11895,9,1,1,1
2015-03-15,2002-02-08T00:00:00.0000000,TO45669,314,11528,4,1,1,1
2015-03-15,2002-02-20T00:00:00.0000000,TO45668,312,11298,4,1,1,1
2015-03-15,2002-01-15T00:00:00.0000000,TO45674,314,19948,9,1,1,1
2015-03-15,2001-12-06T00:00:00.0000000,TO45676,349,11765,9,1,1,1
2015-03-15,2002-02-25T00:00:00.0000000,TO45671,312,11628,4,1,1,1
2015-03-15,2002-02-18T00:00:00.0000000,TO45672,340,19438,8,1,1,1
2015-03-15,2002-02-28T00:00:00.0000000,TO45675,340,25829,9,1,1,1
2015-03-16,2002-01-09T00:00:00.0000000,TO45679,314,11540,4,1,1,1
2015-03-16,2001-11-27T00:00:00.0000000,TO45681,314,19789,9,1,1,1
2015-03-16,2001-12-21T00:00:00.0000000,TO45680,310,23283,6,1,1,1
2015-03-16,2001-12-18T00:00:00.0000000,TO45678,313,11281,4,1,1,1
2015-03-16,2002-02-26T00:00:00.0000000,TO45682,312,19950,9,1,1,1
2015-03-17,2001-12-13T00:00:00.0000000,TO45685,322,18132,7,1,1,1
2015-03-17,2002-01-31T00:00:00.0000000,TO45691,344,11898,9,1,1,1
2015-03-17,2002-01-17T00:00:00.0000000,TO45684,345,11485,10,1,1,1
2015-03-17,2001-12-27T00:00:00.0000000,TO45687,344,26005,1,1,1,1
2015-03-17,2002-01-06T00:00:00.0000000,TO45688,320,14741,4,1,1,1
2015-03-17,2002-02-25T00:00:00.0000000,TO45690,310,19958,9,1,1,1
2015-03-17,2001-11-30T00:00:00.0000000,TO45683,311,14709,8,1,1,1
2015-03-17,2002-02-28T00:00:00.0000000,TO45686,346,25998,1,1,1,1
2015-03-17,2002-02-22T00:00:00.0000000,TO45689,312,19773,9,1,1,1
2015-03-18,2001-12-08T00:00:00.0000000,TO45698,326,14747,4,1,1,1
2015-03-18,2001-12-17T00:00:00.0000000,TO45699,336,14750,4,1,1,1
2015-03-18,2001-12-11T00:00:00.0000000,TO45694,312,15097,10,1,1,1
2015-03-18,2002-02-10T00:00:00.0000000,TO45697,314,11516,4,1,1,1
2015-03-18,2002-01-29T00:00:00.0000000,TO45696,314,11326,4,1,1,1
2015-03-18,2002-01-16T00:00:00.0000000,TO45695,311,11292,4,1,1,1
2015-03-18,2001-12-22T00:00:00.0000000,TO45693,313,15083,10,1,1,1
2015-03-18,2002-03-02T00:00:00.0000000,TO45692,313,14425,8,1,1,1
2015-03-19,2002-02-18T00:00:00.0000000,TO45702,320,18131,7,1,1,1
2015-03-19,2002-02-09T00:00:00.0000000,TO45703,310,19947,9,1,1,1
2015-03-19,2001-11-26T00:00:00.0000000,TO45700,310,11278,1,1,1,1
2015-03-19,2002-03-01T00:00:00.0000000,TO45701,311,11538,4,1,1,1
2015-03-20,2002-02-09T00:00:00.0000000,TO45706,313,11267,4,1,1,1
2015-03-20,2002-02-16T00:00:00.0000000,TO45710,310,19963,9,1,1,1
2015-03-20,2002-01-24T00:00:00.0000000,TO45705,311,23378,6,1,1,1
2015-03-20,2001-12-10T00:00:00.0000000,TO45707,345,11904,9,1,1,1
2015-03-20,2002-03-03T00:00:00.0000000,TO45711,313,19621,9,1,1,1
2015-03-20,2002-01-30T00:00:00.0000000,TO45712,346,11767,9,1,1,1
2015-03-20,2002-01-04T00:00:00.0000000,TO45708,313,19765,9,1,1,1
2015-03-20,2001-12-29T00:00:00.0000000,TO45704,312,14772,8,1,1,1
2015-03-20,2002-02-16T00:00:00.0000000,TO45709,313,19793,9,1,1,1
2015-03-21,2002-03-05T00:00:00.0000000,TO45714,312,11534,4,1,1,1
2015-03-21,2002-01-30T00:00:00.0000000,TO45713,314,15088,10,1,1,1
2015-03-21,2001-12-22T00:00:00.0000000,TO45715,310,19770,9,1,1,1
2015-03-21,2001-12-03T00:00:00.0000000,TO45716,310,19783,9,1,1,1
2015-03-22,2002-03-02T00:00:00.0000000,TO45721,345,11766,9,1,1,1
2015-03-22,2001-11-27T00:00:00.0000000,TO45717,310,11325,1,1,1,1
2015-03-22,2002-02-05T00:00:00.0000000,TO45719,350,20000,6,1,1,1
2015-03-22,2002-02-08T00:00:00.0000000,TO45718,311,11272,4,1,1,1
2015-03-22,2002-03-06T00:00:00.0000000,TO45722,351,11908,9,1,1,1
2015-03-22,2002-01-19T00:00:00.0000000,TO45720,313,19653,9,1,1,1
2015-03-23,2002-01-14T00:00:00.0000000,TO45723,311,11290,4,1,1,1
2015-03-23,2002-01-15T00:00:00.0000000,TO45726,313,12614,7,1,1,1
2015-03-23,2002-01-18T00:00:00.0000000,TO45724,312,12620,7,1,1,1
2015-03-23,2002-01-13T00:00:00.0000000,TO45727,350,11909,9,1,1,1
2015-03-23,2001-11-24T00:00:00.0000000,TO45725,312,14789,8,1,1,1
2015-03-24,2001-12-11T00:00:00.0000000,TO45738,346,11900,9,1,1,1
2015-03-24,2002-01-04T00:00:00.0000000,TO45735,314,19792,9,1,1,1
2015-03-24,2002-03-09T00:00:00.0000000,TO45732,311,11537,4,1,1,1
2015-03-24,2001-12-24T00:00:00.0000000,TO45734,314,11630,1,1,1,1
2015-03-24,2001-12-29T00:00:00.0000000,TO45731,310,11286,4,1,1,1
2015-03-24,2002-01-21T00:00:00.0000000,TO45737,311,19965,9,1,1,1
2015-03-24,2002-03-01T00:00:00.0000000,TO45739,348,11903,9,1,1,1
2015-03-24,2001-11-28T00:00:00.0000000,TO45728,313,14426,8,1,1,1
2015-03-24,2002-03-01T00:00:00.0000000,TO45736,310,19960,9,1,1,1
2015-03-24,2002-03-05T00:00:00.0000000,TO45730,350,28471,7,1,1,1
2015-03-24,2002-02-21T00:00:00.0000000,TO45729,313,15087,10,1,1,1
2015-03-24,2001-12-21T00:00:00.0000000,TO45733,311,11624,4,1,1,1
2015-03-25,2002-01-27T00:00:00.0000000,TO45742,312,19620,9,1,1,1
2015-03-25,2001-11-26T00:00:00.0000000,TO45744,351,11894,9,1,1,1
2015-03-25,2002-02-13T00:00:00.0000000,TO45741,314,19788,9,1,1,1
2015-03-25,2002-01-10T00:00:00.0000000,TO45740,314,19786,9,1,1,1
2015-03-25,2002-01-12T00:00:00.0000000,TO45743,313,19631,9,1,1,1
2015-03-26,2002-02-19T00:00:00.0000000,TO45753,311,19966,9,1,1,1
2015-03-26,2002-03-06T00:00:00.0000000,TO45751,340,14739,4,1,1,1
2015-03-26,2002-01-06T00:00:00.0000000,TO45752,314,19772,9,1,1,1
2015-03-26,2001-12-04T00:00:00.0000000,TO45747,314,11539,4,1,1,1
2015-03-26,2002-02-01T00:00:00.0000000,TO45745,312,15089,10,1,1,1
2015-03-26,2001-12-12T00:00:00.0000000,TO45750,345,26001,1,1,1,1
2015-03-26,2002-02-19T00:00:00.0000000,TO45749,311,14797,8,1,1,1
2015-03-26,2002-02-05T00:00:00.0000000,TO45748,332,18046,7,1,1,1
2015-03-26,2002-02-12T00:00:00.0000000,TO45746,312,23376,6,1,1,1
2015-03-27,2002-02-02T00:00:00.0000000,TO45754,311,11529,1,1,1,1
2015-03-27,2002-01-31T00:00:00.0000000,TO45755,314,11536,4,1,1,1
2015-03-27,2002-02-27T00:00:00.0000000,TO45756,313,11625,4,1,1,1
2015-03-28,2001-12-12T00:00:00.0000000,TO45760,311,11329,4,1,1,1
2015-03-28,2002-03-08T00:00:00.0000000,TO45762,312,12621,7,1,1,1
2015-03-28,2002-02-17T00:00:00.0000000,TO45764,310,19652,9,1,1,1
2015-03-28,2002-02-24T00:00:00.0000000,TO45761,314,11629,4,1,1,1
2015-03-28,2002-02-10T00:00:00.0000000,TO45758,312,15106,10,1,1,1
2015-03-28,2001-12-07T00:00:00.0000000,TO45763,314,19959,9,1,1,1
2015-03-28,2002-02-02T00:00:00.0000000,TO45759,313,11295,4,1,1,1
2015-03-28,2002-02-23T00:00:00.0000000,TO45757,312,12561,7,1,1,1
2015-03-29,2002-01-20T00:00:00.0000000,TO45769,314,11327,4,1,1,1
2015-03-29,2002-02-04T00:00:00.0000000,TO45766,312,11297,4,1,1,1
2015-03-29,2002-01-19T00:00:00.0000000,TO45767,310,11299,4,1,1,1
2015-03-29,2002-01-05T00:00:00.0000000,TO45765,350,11245,8,1,1,1
2015-03-29,2002-01-11T00:00:00.0000000,TO45770,311,19956,9,1,1,1
2015-03-29,2001-12-09T00:00:00.0000000,TO45768,310,11324,4,1,1,1
2015-03-30,2002-03-07T00:00:00.0000000,TO45771,314,11271,4,1,1,1
2015-03-30,2001-12-16T00:00:00.0000000,TO45773,311,19949,9,1,1,1
2015-03-30,2002-01-25T00:00:00.0000000,TO45772,313,19785,9,1,1,1
2015-03-30,2001-12-16T00:00:00.0000000,TO45774,312,11261,4,1,1,1
2015-03-31,2002-02-23T00:00:00.0000000,TO45775,314,14207,8,1,1,1
2015-03-31,2002-02-08T00:00:00.0000000,TO45776,313,23281,6,1,1,1
2015-03-31,2001-12-16T00:00:00.0000000,TO45778,351,26002,1,1,1,1
2015-03-31,2001-12-22T00:00:00.0000000,TO45777,346,11907,9,1,1,1
2015-04-01,2002-02-13T00:00:00.0000000,TO45818,328,14868,4,1,1,1
2015-04-01,2002-03-10T00:00:00.0000000,TO45819,312,20160,9,1,1,1
2015-04-01,2002-03-04T00:00:00.0000000,TO45817,311,14801,8,1,1,1
2015-04-01,2002-01-09T00:00:00.0000000,TO45820,340,25832,9,1,1,1
2015-04-01,2001-12-20T00:00:00.0000000,TO45816,313,11830,4,1,1,1
2015-04-02,2002-02-04T00:00:00.0000000,TO45821,346,26041,1,1,1,1
2015-04-02,2002-03-07T00:00:00.0000000,TO45822,312,20246,9,1,1,1
2015-04-02,2002-02-12T00:00:00.0000000,TO45823,311,20253,9,1,1,1
2015-04-03,2002-01-28T00:00:00.0000000,TO45828,330,14753,1,1,1,1
2015-04-03,2002-01-19T00:00:00.0000000,TO45829,310,20245,9,1,1,1
2015-04-03,2002-01-14T00:00:00.0000000,TO45825,314,23725,6,1,1,1
2015-04-03,2001-12-16T00:00:00.0000000,TO45830,314,20151,9,1,1,1
2015-04-03,2002-03-12T00:00:00.0000000,TO45832,351,11916,9,1,1,1
2015-04-03,2001-12-12T00:00:00.0000000,TO45827,312,15440,10,1,1,1
2015-04-03,2002-01-01T00:00:00.0000000,TO45826,310,23858,6,1,1,1
2015-04-03,2001-12-09T00:00:00.0000000,TO45824,312,11696,1,1,1,1
2015-04-03,2002-01-09T00:00:00.0000000,TO45831,313,20158,9,1,1,1
2015-04-04,2002-03-08T00:00:00.0000000,TO45837,348,26050,1,1,1,1
2015-04-04,2002-01-28T00:00:00.0000000,TO45838,311,20213,9,1,1,1
2015-04-04,2002-02-09T00:00:00.0000000,TO45833,313,11815,1,1,1,1
2015-04-04,2001-12-23T00:00:00.0000000,TO45834,312,11816,4,1,1,1
2015-04-04,2002-02-07T00:00:00.0000000,TO45836,311,14823,8,1,1,1
2015-04-04,2002-03-11T00:00:00.0000000,TO45839,349,11915,9,1,1,1
2015-04-04,2002-01-13T00:00:00.0000000,TO45835,313,11688,1,1,1,1
2015-04-05,2002-01-14T00:00:00.0000000,TO45844,312,11812,1,1,1,1
2015-04-05,2002-03-14T00:00:00.0000000,TO45842,314,11742,4,1,1,1
2015-04-05,2002-01-18T00:00:00.0000000,TO45841,311,12804,7,1,1,1
2015-04-05,2002-01-31T00:00:00.0000000,TO45843,312,11775,4,1,1,1
2015-04-06,2002-03-09T00:00:00.0000000,TO45848,340,14852,4,1,1,1
2015-04-06,2002-03-02T00:00:00.0000000,TO45845,311,23566,6,1,1,1
2015-04-06,2002-03-08T00:00:00.0000000,TO45847,345,26015,4,1,1,1
2015-04-06,2002-02-14T00:00:00.0000000,TO45846,314,23592,6,1,1,1
2015-04-06,2002-03-09T00:00:00.0000000,TO45849,312,20154,9,1,1,1
2015-04-07,2002-03-16T00:00:00.0000000,TO45852,340,18143,7,1,1,1
2015-04-07,2002-02-08T00:00:00.0000000,TO45854,312,15620,10,1,1,1
2015-04-07,2001-12-26T00:00:00.0000000,TO45858,350,11952,9,1,1,1
2015-04-07,2002-03-02T00:00:00.0000000,TO45855,338,14754,1,1,1,1
2015-04-07,2001-12-15T00:00:00.0000000,TO45851,312,11683,4,1,1,1
2015-04-07,2001-12-11T00:00:00.0000000,TO45853,313,15453,10,1,1,1
2015-04-07,2002-02-08T00:00:00.0000000,TO45856,311,20247,9,1,1,1
2015-04-07,2001-12-26T00:00:00.0000000,TO45850,310,11776,4,1,1,1
2015-04-07,2002-01-03T00:00:00.0000000,TO45857,351,11919,9,1,1,1
2015-04-08,2002-01-08T00:00:00.0000000,TO45861,311,12650,7,1,1,1
2015-04-08,2002-03-24T00:00:00.0000000,TO45860,312,23829,6,1,1,1
2015-04-08,2002-01-18T00:00:00.0000000,TO45859,314,12754,7,1,1,1
2015-04-09,2001-12-16T00:00:00.0000000,TO45862,312,14827,8,1,1,1
2015-04-09,2002-03-25T00:00:00.0000000,TO45864,311,19968,9,1,1,1
2015-04-09,2001-12-15T00:00:00.0000000,TO45866,310,15621,10,1,1,1
2015-04-09,2002-01-03T00:00:00.0000000,TO45865,312,20157,9,1,1,1
2015-04-09,2002-01-01T00:00:00.0000000,TO45863,314,11873,4,1,1,1
2015-04-10,2002-02-19T00:00:00.0000000,TO45867,312,11772,1,1,1,1
2015-04-10,2001-12-29T00:00:00.0000000,TO45868,310,14819,8,1,1,1
2015-04-10,2002-01-05T00:00:00.0000000,TO45871,326,25919,9,1,1,1
2015-04-10,2002-02-07T00:00:00.0000000,TO45869,310,14822,8,1,1,1
2015-04-10,2002-02-28T00:00:00.0000000,TO45870,349,26012,4,1,1,1
2015-04-11,2001-12-19T00:00:00.0000000,TO45873,314,11925,1,1,1,1
2015-04-11,2002-03-01T00:00:00.0000000,TO45874,351,20007,6,1,1,1
2015-04-11,2002-02-02T00:00:00.0000000,TO45876,314,19975,9,1,1,1
2015-04-11,2002-01-27T00:00:00.0000000,TO45875,310,20242,9,1,1,1
2015-04-11,2002-01-21T00:00:00.0000000,TO45872,347,11249,8,1,1,1
2015-04-11,2002-01-05T00:00:00.0000000,TO45877,351,11910,9,1,1,1
2015-04-12,2002-01-22T00:00:00.0000000,TO45889,350,11920,9,1,1,1
2015-04-12,2002-02-16T00:00:00.0000000,TO45882,312,11745,1,1,1,1
2015-04-12,2002-01-22T00:00:00.0000000,TO45886,348,26042,4,1,1,1
2015-04-12,2002-03-12T00:00:00.0000000,TO45879,338,19443,8,1,1,1
2015-04-12,2002-03-03T00:00:00.0000000,TO45881,310,23397,6,1,1,1
2015-04-12,2002-02-13T00:00:00.0000000,TO45887,330,14880,4,1,1,1
2015-04-12,2002-01-03T00:00:00.0000000,TO45883,313,11799,1,1,1,1
2015-04-12,2002-03-04T00:00:00.0000000,TO45884,313,11678,1,1,1,1
2015-04-12,2002-01-19T00:00:00.0000000,TO45885,313,12655,7,1,1,1
2015-04-12,2002-01-31T00:00:00.0000000,TO45880,313,11707,4,1,1,1
2015-04-12,2001-12-29T00:00:00.0000000,TO45878,310,12750,7,1,1,1
2015-04-13,2001-12-18T00:00:00.0000000,TO45893,313,23842,6,1,1,1
2015-04-13,2002-03-02T00:00:00.0000000,TO45890,349,11338,8,1,1,1
2015-04-13,2002-01-02T00:00:00.0000000,TO45891,346,11380,8,1,1,1
2015-04-13,2002-01-15T00:00:00.0000000,TO45892,312,20226,9,1,1,1
